topic,rank,doc
60,1,UN adopts resolution calling for Russia to pay Ukraine war reparations #Ukraine #Russia
60,2,The United Nations General Assembly adopted on Monday the resolution that calls for Russia to pay for reparations to Ukraine. #Russia #UN #Ukraine
60,3,The #UN calls #Russia to pay reparations to #Ukraine #war #reparations #StopRussianAggression #StandWithUkraine
61,1,#Ukraine I stand with UKRAINE 💯 and for the long haul 💯! It's NOT OK 4 KILLER DICTATOR PUTIN 2 INTENTIONALLY MURDER INNOCENT UKRAINIAN PPL &amp; CHILDREN! All for his SELFISH ASS EGO &amp; POWER GRAB TRIP! FCK KILLER DICTATOR PUTIN AND ANYONE WHO SUPPORT'S THE POS PUTIN PERIOD!!!
61,2,#UkraineRussiaWar️ I stand with UKRAINE 💯 &amp; FOR THE LONG HAUL 💯! IT'S NOT OK 4 A KILLER DICTATOR PUTIN 2 INTENTIONALLY MURDER INNOCENT PPL &amp; CHILDREN &amp; ONLY BC OF HIS SELFISH ASS EGO &amp; POWER GRAB TRIP! FCK KILLER DICTATOR PUTIN THE WAR CRIMINAL &amp; ANYONE WHO SUPPORT'S THE POS!
61,3,#Ukraine️ I STAND WITH UKRAINE 💯 &amp; 4 THE LONG HAUL 💯! IT'S NOT OK 4 KILLER DICTATOR PUTIN 2 INTENTIONALLY MURDER INNOCENT UKRAINIAN PPL &amp; CHILDREN BC OF HIS SELFISH ASS EGO &amp; POWER GRAB TRIP! FCK KILLER DICTATOR PUTIN &amp; ANYONE WHO SUPPORTS KILLER DICTATOR PUTIN! UNACCEPTABLE!!
62,1,"Remember what game it is at the last minute, you don’t #gamble,…you just take…#StillStanding #ComeGetSome #FactCheck #Congress #POTUS #UN #EU #UK #Chinese #China #Beijing #Russia #Moscow #UnitedNations #XiJinping #Biden #Putin #WhiteHouse #PENTAGON #Espionage #UnitedStates #USA"
62,2,Keep walking through the storm. Your rainbow is waiting on the other side. #FuckUncleSam #StillStanding #ComeGetSome #FactCheck #Congress #POTUS #UN #EU #UK #China #Beijing #Russia #Moscow #UnitedNations #XiJinping #Biden #Putin #WhiteHouse #Read #PENTAGON #USA #V
62,3,"When in doubt, look around, remove that frown!Never back down it’s a challenge…you are down!#StillStanding #ComeGetSome #FactCheck #Congress #POTUS #UN #EU #UK #China #Beijing #Russia #Moscow #UnitedNations #XiJinping #Biden #Putin #WhiteHouse #Read #PENTAGON #USA #UnitedStates"
63,1,kick the Islamic Regime out of the United Nation. #kickthemout #UN #USA #Canada #france #germany #womenlifefreedom #kickthemout #IranProtests2022 #IranReveloution2022 #mahsaamini #Oplrani #opiran #freeiran #ali_karimi #womenlifefreedom #مهسا_امینی #زن_زندگی_آزادی
63,2,kick Islamic regime out of #UN #USA #Canada #france #germany #eu #womenlifefreedom #kickthemout #IranProtests2022 #IranReveloution2022 #mahsaamini #Oplrani #opiran #freeiran #مهسا_امینی #زن_زندگی_آزادی
63,3,The #un special session for the Islamic regime in #Iran #kickthemout #UN #USA #Canada #france #germany #womenlifefreedom #kickthemout #IranProtests2022 #IranReveloution2022 #mahsaamini #Oplrani #opiran #freeiran
64,1,"#China and #Russia vetoed a #US-led push to impose more United Nations sanctions on North #Korea over its renewed ballistic missile launches, publicly splitting the U.N. Security Council for the first time since it started punishing #Pyongyang in 2006."
64,2,"China and Russia vetoed on Thursday a U.S.-led push to impose more United Nations sanctions on North Korea over its renewed ballistic missile launches, publicly splitting the U.N. Security Council for the first time since it started punishing Pyongyang in 2006. #Russia #China"
64,3,"China, Russia veto US led push for more UN sanctions on North Korea over its renewed ballistic missile launches - #north_korea #pyongyang #russia #moscow #china #korea #north #veto #us"
65,1,#Biden Admin Negotiates Deal to Give WHO Authority Over US Pandemic Policies How is this even possible without Congressional approval?
65,2,4 Days #WEF POWER GRAB 🚩#ClimateChange 'EMERGENCY' AUTHORITY over #Constitution 🚩On 2/27 #BIDEN to sign away US SOVEREIGNTY w/194 WHO MEMBERS: +DECLARE GLOBAL pandemic +DEFINE health emergency w/Surveillance +ENSURE FUTURE emergencies to DECLARE
65,3,Biden Admin Negotiates Deal To Give WHO Authority Over US Pandemic Policies #Biden
66,1,"Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. Please, provide #SafeAirliftUkraine #StopPutin"
66,2,"Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. , provide #SafeAirliftUkraine #StopPutin"
66,3,Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. Provide #SafeAirliftUkraine #StopPutin
67,1,People in #Tigray including children are silently dying of starvation due to the man-made famine and it is only getting worse. #StopTigrayFamine💔 &amp; #EndTigraySiege
67,2,💔😢People in #Tigray including children are silently dying of starvation due to the man-made famine and it is only getting worse. #StopTigrayFamine &amp; #EndTigraySiege
67,3,💔 People in #Tigray including children are silently dying of starvation due to the man-made famine and it is only getting worse.💔 #StopTigrayFamine &amp; #EndTigraySiege .
68,1,"China’s zero-Covid policy is not sustainable, WHO director general says #NEWS"
68,2,WHO says China's Zero COVID policy is 'not sustainable' - The Madras Tribune #MadrasTribune #News #BreakingNews
68,3,WHO chief says China's zero-COVID policy not sustainable #news #berkleybearnews
69,1,#Russia vetoes UN resolution extending cross-border aid to #Syria
69,2,#Russia vetoes UN resolution extending cross-border aid to #Syria .
69,3,"#Russia vetoes #UN resolution extending cross-border aid to #Syria The #US, the #UK, and #France vetoed a Russian UN Security Council resolution to extend the mechanism that allows cross-border aid deliveries into northwest Syria through #Turkey."
70,1,Today is Russian language day #RussiaIsATerroristState
70,2,Today is russian language day #RussiaIsATerroristState
70,3,Done with the russian language day then? #RussiaIsATerroristState
71,1,Russia’s unprovoked and unjustified invasion of Ukraine is an unprecedented violation of fundamental rules and principles of international law. The rules of the UN Charter must be respected and upheld. #StandWithUkraine 🇸🇪🇺🇦
71,2,Russia’s unprovoked and unjustified invasion of Ukraine is an unprecedented violation of fundamental rules and principles of international law. The rules of the UN Charter must be respected and upheld. #StandWithUkraine
71,3,Russia’s unprovoked and unjustified invasion of Ukraine is an unprecedented violation of fundamental rules and principles of international law. The rules of the UN Charter must be respected and upheld. #StandWithUkraine 🇺🇦
72,1,"#Ukraine 2022? #Afriphobia 👀 a) 2 countries that voted against b) bulk of countries that abstained re: Dec 2021 UN resolution “Combating glorification of Nazism, neo-Nazism, and other practices that contribute to fuelling contemporary forms of racism, racial discrimination..."
72,2,"#Ukraine 2022? 👀 a) 2 countries that voted against b) bulk of countries that abstained re: Dec 2021 UN resolution “Combating glorification of Nazism, neo-Nazism, and other practices that contribute to fuelling contemporary forms of racism, racial discrimination, xenophobia..."
72,3,"2020 UN resolution on 'Combating glorification of Nazism, neo-Nazism and other practices...' Only two 'NO' votes were from: The USA and the #Ukraine"
73,1,Kick Russia out of the UN - via because #RussiaIsATerroristState
73,2,Kick Russia out of UN #RussiaIsATerroristState
73,3,Kick #Russia out of the #UN. #RussiaIsATerroristState
74,1,#Ukraine️ vs. #Karabakh Are the #Ukraine the better humans? #UkraineRussiaWar #Bucha
74,2,? #Ukraine️ vs. #Karabakh Are the #Ukraine the better humans? #Russia #UkraineRussiaCrisis #UkraineRussianWar
74,3,#Ukraine️ vs. #Karabakh Are the #Ukraine the better humans? #UkraineRussiaCrisis #UkraineRussianWar
75,1,Kurds don´t accept that world community commits further genocides in #Kurdistan against #Kurds others through terrorist attacks by #NATO and #Russia´s #TerroristTurkey or drive Kurds off our land #UN NATO Rus withdraw #Turkey completely from of Kurdistan #NoFlyZone4Rojava
75,2,Kurds don´t accept that world community commits further genocides in #Kurdistan against #Kurds others through attacks by #NATO and #Russia´s #TerroristTurkey or drive Kurds off our land #UN NATO Rus withdraw #Turkey completely from of Kurdistan #NoFlyZone4Rojava
75,3,Kurds don´t accept that world community commits further genocides in #Kurdistan against #Kurds others through terrorist attacks by #NATO and #Russia´s #TerroristTurkey or drive Kurds off our land #UN NATO Rus withdraw #Turkey completely from of Kurdistan #NoFlyZone4Rojava #Rojava
76,1,#BREAKING ⚡ “As soon as #Finland and #Sweden become #NATO members and NATO units are deployed to these countries— Finland and Sweden will become targets for the #Russian military.” - Deputy Representative of the Russian Federation to the UN #Polyansky #RussiaUkraineWar #Kyiv
76,2,“As soon as #Finland and #Sweden become #NATO members and NATO units are deployed to these countries— Finland and Sweden will become targets for the #Russian military.” - Deputy Representative of the Russian Federation to the UN #Polyansky #UkraineRussiaWar #Ukraine
76,3,“As soon as #Finland and #Sweden become #NATO members and NATO units are deployed to these countries— Finland and Sweden will become targets for the Russian military.” - Deputy Representative of the #Russian Federation to the UN Polyansky #Ukraine #Russia
77,1,"#BREAKING: UN Secretary-General will visit #Moscow on April 25, will meet with #Russian President Vladimir #Putin - Spokesperson Kaneko"
77,2,"On April 26, #UN Secretary-General will visit #Moscow where he will have a working meeting and lunch with Foreign Minister #SergeyLavrov and will be received by President #VladimirPutin. #Russia #UkraineRussiaWar"
77,3,UN Secretary-General to visit Moscow on April 26 #UnitedNations #Russia
78,1,#HRC50: highlights the #Myanmar junta atrocity tactics in its attempt to wipe out the democratic resistance to the failed coup. The inability of the #UN to take concrete action against the junta is a betrayal of the people of Myanmar. 📹
78,2,UN Human Rights Organization reports Myanmar is using #Russian weapons to oppress #Rohingya reports no action against Myanmar's junta #WhatsHappeningInMyanmar Jamuna TV Learn more below
78,3,"""#China, #Russia Again Veto #UN Statement on #Myanmar Conflict"""
79,1,"🇺🇦 🕊️ Today marks one year since Russia’s full-scale invasion of Ukraine, breaching the UN charter. Take one moment to reflect upon the immense human suffering that the military aggression has inflicted. We will continue to support 🇺🇦 for as long as it takes. #StandWithUkraine"
79,2,"🇺🇦🕊️Today marks one year since Russia’s full-scale invasion of Ukraine, breaching the UN charter.Take one moment to reflect upon the immense human suffering that the military aggression has inflicted.We will continue to support Ukraine for as long as it takes. #StandWithUkraine"
79,3,"🇺🇦🕊️Today marks one year since Russia’s full-scale invasion of Ukraine, breaching the UN charter. Take one moment to reflect upon the immense human suffering that the military aggression has inflicted. We will continue to support Ukraine for as long as it takes.#StandWithUkraine"
80,1,"""After one 100 days of war, #Ukraine’s health system is under severe pressure. In the face of the deteriorating health situation, WHO has increased its presence in Ukraine and in countries hosting displaced people""-"
80,2,"After one hundred days of war, #Ukraine’s health system is under severe pressure and the has increased its presence, both in Ukraine and in those countries hosting displaced Ukrainians, to help meet the escalating health needs. More:"
80,3,"UN: RT : After one hundred days of war, #Ukraine’s health system is under severe pressure and the has increased its presence, both in Ukraine and in those countries hosting displaced Ukrainians, to help meet the escalating health needs. M…"
81,1,Russia hit Odesa port with 2 missiles. It happened the next day after signing the agreement about unblocking of Ukrainian ports for grain export! It took them less than 24 hours to show the world how much they don't care. #russiaisaterroriststate #standwithukraine
81,2,Russia hit Odesa port with 2 missiles! It happened the next day after signing the agreement about unblocking of Ukrainian ports for grain export. It took them less than 24 hours to show the world how much they don't care. #russiaisaterroriststate #standwithukraine
81,3,Russia hit Odesa port with 2 missiles. It happened the next day after signing the agreement about unblocking of Ukrainian ports for grain export. It took them less than 24 hours to show the world how much they don't care!! #russiaisaterroriststate #standwithukraine
82,1,"'Ukraine attention shows bias against black lives, WHO chief says #Ukraine"
82,2,"'Ukraine attention shows bias against black lives, WHO chief says 💥 #Ukraine"
82,3,#racism in 🇺🇦 during #UkraineRussiaWar
83,1,3FM News: New 'Green Restaurant' coming to south? #news #iom
83,2,3FM News: Planning permission sought for more than 300 homes in Braddan #news #iom
83,3,3FM News: 'The Voice' auditions taking place on IOM #news #iom
84,1,Rape used in #Ukraine as a #Russian 'military strategy:' UN
84,2,"Pramila Patten, Special Representative of the UN Secretary-General on Sexual Violence in Conflict told Russia using rape as ‘military strategy’ in #Ukraine #russiaisateroriststate #RussiaInvadedUkraine"
84,3,UN: Russia Using Rape &amp; Sexual Violence as Military Strategy in #Ukraine
85,1,Afghanistan: Taliban leader orders Sharia law punishments via #Afghanistan #PostConflictResolution #geopolitics #Politics #Diplomacy #RegionalSecurity #war #terrorism #humanity #femicide #women #children #refugees #US #UK #NATO #UN #UNHCR
85,2,These photos show who is (and isn't) included in the Taliban's Afghanistan via #Afghanistan #PostConflictResolution #geopolitics #politics #diplomacy #RegionalSecurity #war #terrorism #humanity #femicide #women #children #refugees #US #UN #UNHCR
85,3,"UN slams killings, rights abuses under Afghanistan's Taliban #Afghanistan #Taliban #News"
86,1,"The 🔥 from Ukraine’s Ambassador Sergiy Kyslytsya, is becoming the stuff of legend. #StopRussia #StandWithUkraine"
86,2,"Permanent Representative of #Ukraine to the UN Serhiy ( ) Kyslytsia reads the book ""What's wrong with diplomacy?"" during a speech by the #Russian ambassador at a UN Security Council meeting on March 29."
